Tournament,Stage,Match Type,Match Name,Team,Action,Map,tournament
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,pick,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,pick,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,pick,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,pick,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,pick,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,pick,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Split,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,ban,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,pick,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,pick,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,ban,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,pick,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,pick,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,pick,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,pick,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,ban,Icebox,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,pick,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,pick,Bind,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,ban,Lotus,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,pick,Sunset,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,FunPlus Phoenix,pick,Abyss,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,pick,Haven,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Talon Esports,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Talon Esports,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Talon Esports,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Global Esports,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Team Secret,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Global Esports,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Team Secret,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Global Esports,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Talon Esports,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Talon Esports,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Talon Esports,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,DRX,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Paper Rex,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,DRX,pick,Haven,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Paper Rex,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,DRX,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Global Esports,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,BLEED,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Global Esports,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,BLEED,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Global Esports,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,BLEED,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,DetonatioN FocusMe,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,ZETA DIVISION,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,DetonatioN FocusMe,pick,Haven,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,ZETA DIVISION,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,DetonatioN FocusMe,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,ZETA DIVISION,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,DRX,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,DRX,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,DRX,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,T1,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Team Secret,pick,Haven,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,T1,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Team Secret,ban,Ascent,vct_2024
