Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result,tournament
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN vs Team Heretics,LEVIATÁN,Team Heretics,2,0,LEVIATÁN won,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sentinels,FNATIC,2,1,Sentinels won,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Team Heretics,DRX,2,1,Team Heretics won,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,EDward Gaming,LEVIATÁN,2,1,EDward Gaming won,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Team Heretics,Sentinels,2,1,Team Heretics won,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,LEVIATÁN,Team Heretics,1,3,Team Heretics won,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,EDward Gaming,Team Heretics,3,2,EDward Gaming won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs LEVIATÁN,MIBR,LEVIATÁN,0,2,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Sentinels,NRG Esports,2,0,Sentinels won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,FURIA,100 Thieves,2,0,FURIA won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,LOUD,Evil Geniuses,1,2,Evil Geniuses won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,1,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Evil Geniuses,FURIA,2,0,Evil Geniuses won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Sentinels,KRÜ Esports,2,0,Sentinels won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,LOUD,MIBR,2,1,LOUD won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LEVIATÁN vs 100 Thieves,LEVIATÁN,100 Thieves,2,0,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,NRG Esports,G2 Esports,0,2,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Sentinels,Cloud9,2,0,Sentinels won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs LEVIATÁN,Evil Geniuses,LEVIATÁN,0,2,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,LOUD,FURIA,1,2,FURIA won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,MIBR,100 Thieves,0,2,100 Thieves won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,NRG Esports,KRÜ Esports,2,1,NRG Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,G2 Esports,KRÜ Esports,2,1,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs LEVIATÁN,LOUD,LEVIATÁN,0,2,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,MIBR,FURIA,0,2,FURIA won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,NRG Esports,Cloud9,1,2,Cloud9 won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Evil Geniuses,100 Thieves,1,2,100 Thieves won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Cloud9,KRÜ Esports,0,2,KRÜ Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Evil Geniuses,MIBR,0,2,MIBR won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LEVIATÁN vs FURIA,LEVIATÁN,FURIA,2,0,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,LOUD,100 Thieves,2,1,LOUD won,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Sentinels,G2 Esports,0,2,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,KRÜ Esports,Cloud9,2,1,KRÜ Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Sentinels vs 100 Thieves,Sentinels,100 Thieves,0,2,100 Thieves won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,LEVIATÁN vs KRÜ Esports,LEVIATÁN,KRÜ Esports,2,0,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,2,0,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Final,LEVIATÁN vs G2 Esports,LEVIATÁN,G2 Esports,0,2,G2 Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,KRÜ Esports,100 Thieves,2,1,KRÜ Esports won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,LEVIATÁN,KRÜ Esports,3,2,LEVIATÁN won,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,1,3,LEVIATÁN won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Titan Esports Club vs JDG Esports,Titan Esports Club,JDG Esports,0,2,JDG Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,All Gamers vs TYLOO,All Gamers,TYLOO,2,0,All Gamers won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bilibili Gaming vs Wolves Esports,Bilibili Gaming,Wolves Esports,2,0,Bilibili Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,Nova Esports,1,2,Nova Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,Trace Esports,1,2,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Titan Esports Club vs All Gamers,Titan Esports Club,All Gamers,0,2,All Gamers won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,EDward Gaming,Wolves Esports,1,2,Wolves Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,TYLOO,Trace Esports,1,2,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Nova Esports,Bilibili Gaming,1,2,Bilibili Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,JDG Esports,FunPlus Phoenix,0,2,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,Dragon Ranger Gaming,0,2,Dragon Ranger Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Nova Esports,Wolves Esports,2,0,Nova Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,JDG Esports,Trace Esports,2,1,JDG Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Titan Esports Club,TYLOO,1,2,TYLOO won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,All Gamers,FunPlus Phoenix,1,2,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Bilibili Gaming,Dragon Ranger Gaming,2,0,Bilibili Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,Nova Esports,2,0,EDward Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,Trace Esports,0,2,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,FunPlus Phoenix,2,0,Titan Esports Club won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,JDG Esports,0,2,JDG Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,Wolves Esports,0,2,Wolves Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,Titan Esports Club,2,1,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,Bilibili Gaming,2,0,EDward Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,All Gamers,2,0,JDG Esports won,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,FunPlus Phoenix,2,1,TYLOO won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,All Gamers,2,0,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,Bilibili Gaming,0,2,Bilibili Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,Trace Esports,0,2,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,Bilibili Gaming,2,1,EDward Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,EDward Gaming,0,2,EDward Gaming won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,2,1,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,FunPlus Phoenix,2,3,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,3,2,EDward Gaming won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,DRX,1,2,DRX won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,BLEED,2,1,Team Secret won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,Gen.G,1,2,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Paper Rex,Talon Esports,2,0,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,DetonatioN FocusMe,2,0,Rex Regum Qeon won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Team Secret,Global Esports,2,0,Team Secret won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Talon Esports,Rex Regum Qeon,2,1,Talon Esports won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Paper Rex,DRX,2,1,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Global Esports,BLEED,2,0,Global Esports won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,DetonatioN FocusMe,ZETA DIVISION,2,1,DetonatioN FocusMe won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,DRX,Rex Regum Qeon,0,2,Rex Regum Qeon won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Team Secret,T1,2,1,Team Secret won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Talon Esports vs DetonatioN FocusMe,Talon Esports,DetonatioN FocusMe,2,0,Talon Esports won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,ZETA DIVISION vs Rex Regum Qeon,ZETA DIVISION,Rex Regum Qeon,0,2,Rex Regum Qeon won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Global Esports vs T1,Global Esports,T1,1,2,T1 won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,BLEED vs Gen.G,BLEED,Gen.G,1,2,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Paper Rex vs DetonatioN FocusMe,Paper Rex,DetonatioN FocusMe,2,0,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,DRX vs Talon Esports,DRX,Talon Esports,2,1,DRX won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs Rex Regum Qeon,Paper Rex,Rex Regum Qeon,2,1,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Global Esports,Gen.G,Global Esports,2,0,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,DRX vs DetonatioN FocusMe,DRX,DetonatioN FocusMe,2,1,DRX won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,ZETA DIVISION vs Talon Esports,ZETA DIVISION,Talon Esports,2,1,ZETA DIVISION won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Team Secret,Gen.G,Team Secret,1,2,Team Secret won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs ZETA DIVISION,Paper Rex,ZETA DIVISION,2,1,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,T1 vs BLEED,T1,BLEED,2,1,T1 won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Gen.G vs Rex Regum Qeon,Gen.G,Rex Regum Qeon,2,0,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Team Secret vs Talon Esports,Team Secret,Talon Esports,0,2,Talon Esports won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs Gen.G,Paper Rex,Gen.G,0,2,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs Talon Esports,DRX,Talon Esports,2,0,DRX won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Final,Gen.G vs DRX,Gen.G,DRX,2,1,Gen.G won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Round 1,Paper Rex vs Talon Esports,Paper Rex,Talon Esports,2,0,Paper Rex won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,DRX,Paper Rex,3,2,DRX won,vct_2024
Champions Tour 2024: Pacific Stage 2,Playoffs,Grand Final,Gen.G vs DRX,Gen.G,DRX,3,1,Gen.G won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,FUT Esports vs KOI,FUT Esports,KOI,2,1,FUT Esports won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs FNATIC,BBL Esports,FNATIC,1,2,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Heretics vs Natus Vincere,Team Heretics,Natus Vincere,2,0,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,GIANTX vs Gentle Mates,GIANTX,Gentle Mates,2,1,GIANTX won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Vitality vs Team Liquid,Team Vitality,Team Liquid,2,0,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs Karmine Corp,BBL Esports,Karmine Corp,0,2,Karmine Corp won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Natus Vincere vs FUT Esports,Natus Vincere,FUT Esports,0,2,FUT Esports won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs GIANTX,KOI,GIANTX,2,0,KOI won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Team Heretics vs FUT Esports,Team Heretics,FUT Esports,2,0,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Team Vitality,FNATIC,Team Vitality,2,1,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,BBL Esports vs Team Liquid,BBL Esports,Team Liquid,2,0,BBL Esports won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Natus Vincere vs GIANTX,Natus Vincere,GIANTX,0,2,GIANTX won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs Gentle Mates,KOI,Gentle Mates,0,2,Gentle Mates won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Karmine Corp,FNATIC,Karmine Corp,2,0,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs GIANTX,Team Heretics,GIANTX,2,1,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,FUT Esports vs Gentle Mates,FUT Esports,Gentle Mates,2,0,FUT Esports won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,KOI vs Natus Vincere,KOI,Natus Vincere,2,0,KOI won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Liquid vs Karmine Corp,Team Liquid,Karmine Corp,2,0,Team Liquid won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,BBL Esports vs Team Vitality,BBL Esports,Team Vitality,1,2,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs Gentle Mates,Team Heretics,Gentle Mates,2,1,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,FUT Esports,GIANTX,2,0,FUT Esports won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Team Heretics,KOI,2,1,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,FNATIC,Team Liquid,2,0,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Natus Vincere,Gentle Mates,2,1,Natus Vincere won,vct_2024
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Team Vitality,Karmine Corp,2,1,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Team Vitality,Natus Vincere,2,1,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,FNATIC,Karmine Corp,2,1,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Heretics,Team Vitality,1,2,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FUT Esports,FNATIC,0,2,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Team Vitality,FNATIC,0,2,FNATIC won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Team Heretics,FUT Esports,2,0,Team Heretics won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Vitality,Team Heretics,3,1,Team Vitality won,vct_2024
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,FNATIC,Team Vitality,3,1,FNATIC won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,G2 Esports,T1,2,1,G2 Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FunPlus Phoenix,FUT Esports,2,1,FunPlus Phoenix won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs LEVIATÁN,Gen.G,LEVIATÁN,2,1,Gen.G won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Team Heretics,Dragon Ranger Gaming,2,0,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,FunPlus Phoenix,Gen.G,1,2,Gen.G won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,G2 Esports,Team Heretics,2,1,G2 Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,LEVIATÁN vs T1,LEVIATÁN,T1,2,0,LEVIATÁN won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Dragon Ranger Gaming,FUT Esports,0,2,FUT Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,FunPlus Phoenix,Team Heretics,1,2,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs LEVIATÁN,FUT Esports,LEVIATÁN,2,1,FUT Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,100 Thieves,FUT Esports,2,0,100 Thieves won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,FNATIC,Gen.G,1,2,Gen.G won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Paper Rex,G2 Esports,1,2,G2 Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,EDward Gaming,Team Heretics,0,2,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FUT Esports,FNATIC,2,1,FUT Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Paper Rex,EDward Gaming,2,0,Paper Rex won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,100 Thieves,Gen.G,0,2,Gen.G won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,G2 Esports,Team Heretics,2,1,G2 Esports won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,100 Thieves,Paper Rex,2,1,100 Thieves won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Team Heretics,FUT Esports,2,0,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,G2 Esports,Gen.G,0,2,Gen.G won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,100 Thieves,Team Heretics,0,2,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,G2 Esports,Team Heretics,0,3,Team Heretics won,vct_2024
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Gen.G,Team Heretics,3,2,Gen.G won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,TYLOO,2,1,Bilibili Gaming won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Wolves Esports,Titan Esports Club,1,2,Titan Esports Club won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Dragon Ranger Gaming,All Gamers,1,2,All Gamers won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,EDward Gaming,JDG Esports,2,1,EDward Gaming won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Nova Esports vs Trace Esports,Nova Esports,Trace Esports,0,2,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 1,FunPlus Phoenix vs Wolves Esports,FunPlus Phoenix,Wolves Esports,2,0,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,JDG Esports vs Nova Esports,JDG Esports,Nova Esports,1,2,Nova Esports won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,Dragon Ranger Gaming,2,1,FunPlus Phoenix won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,All Gamers vs Wolves Esports,All Gamers,Wolves Esports,0,2,Wolves Esports won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Trace Esports vs Bilibili Gaming,Trace Esports,Bilibili Gaming,2,1,Trace Esports won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Dragon Ranger Gaming vs Titan Esports Club,Dragon Ranger Gaming,Titan Esports Club,2,1,Dragon Ranger Gaming won,vct_2024
Champions Tour 2024: China Stage 1,Regular Season,Week 2,TYLOO vs EDward Gaming,TYLOO,EDward Gaming,0,2,EDward Gaming won,vct_2024
