Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,brimstone,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,skye,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,omen,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,breach,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,fade,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,viper,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,kayo,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,jett,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,raze,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,killjoy,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,kayo,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,jett,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,raze,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,cypher,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,omen,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,jett,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,raze,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,omen,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,killjoy,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,harbor,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,sage,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,cypher,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,omen,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,sova,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,raze,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,breach,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,skye,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,kayo,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,fade,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,cypher,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,omen,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,yoru,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,raze,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,kayo,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,skye,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,skye,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,breach,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,brimstone,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,omen,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),All Maps,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,skye,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,brimstone,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,omen,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,skye,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,breach,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,omen,67%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,viper,67%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,raze,67%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,sova,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,killjoy,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,yoru,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,skye,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,sage,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,harbor,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,jett,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),All Maps,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,omen,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,raze,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,killjoy,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,sage,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,harbor,50%
